fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,bound_sulfur_dioxide,quality_class
5.7,0.265,0.28,6.9,0.036,46,0.99299,3.36,0.44,10.8,104,2
6.2,0.2,0.33,5.4,0.028,21,0.99012,3.36,0.41,13.5,54,2
7.5,0.28,0.41,1.3,0.044,11,0.99293,3.28,0.45,10.3,115,0
6.2,0.22,0.2,20.8,0.035,58,1.00022,3.11,0.53,9,126,1
7,0.34,0.26,10.3,0.041,51,0.99382,3.08,0.35,11.6,115,1
7.5,0.28,0.41,1.3,0.044,11,0.99293,3.28,0.45,10.3,115,0
6.5,0.19,0.34,1.6,0.029,39,0.98954,3.21,0.68,12.5,77,1
6,0.21,0.29,13.1,0.042,28,0.99936,3.39,0.45,8.6,97,0
5.6,0.26,0.18,1.4,0.034,18,0.99174,3.32,0.35,10.2,117,1
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
7.4,0.27,0.28,1.8,0.04,45,0.99043,3.02,0.4,11.9,76,0
6.8,0.22,0.3,10.6,0.07,67,0.99654,2.89,0.42,9,127,1
6.2,0.24,0.25,12.5,0.055,47,0.99758,3.3,0.51,9,87,0
6.3,0.28,0.29,6.8,0.051,40,0.99374,3.43,0.59,11,103,1
7,0.15,0.28,14.7,0.051,29,0.99792,2.96,0.39,9,120,2
5.5,0.17,0.23,2.9,0.039,10,0.99243,3.28,0.5,10,98,0
6.5,0.26,0.34,1.4,0.04,25,0.99216,3.29,0.46,10.7,159,0
6.6,0.27,0.33,1.4,0.042,24,0.99215,3.29,0.46,10.7,159,0
7.8,0.19,0.32,7.4,0.015,47,0.99278,2.99,0.39,11,77,1
5.5,0.17,0.23,2.9,0.039,10,0.99243,3.28,0.5,10,98,0
6.5,0.26,0.34,1.4,0.04,25,0.99216,3.29,0.46,10.7,159,0
6.6,0.27,0.33,1.4,0.042,24,0.99215,3.29,0.46,10.7,159,0
7.8,0.19,0.32,7.4,0.015,47,0.99278,2.99,0.39,11,77,1
7.8,0.2,0.32,5,0.016,31,0.99186,2.99,0.39,11,70,1
6.1,0.17,0.28,2.5,0.028,22,0.99072,3.16,0.37,11.1,76,2
6.7,0.39,0.24,2.7,0.017,22,0.99084,3.03,0.37,11.5,58,0
6.9,0.4,0.17,12.9,0.033,59,0.99754,3.08,0.49,9.4,127,0
6.9,0.4,0.17,12.9,0.033,59,0.99754,3.08,0.49,9.4,127,0
6.9,0.4,0.17,12.9,0.033,59,0.99754,3.08,0.49,9.4,127,0
6.3,0.24,0.29,13.7,0.035,53,0.99567,3.17,0.38,10.6,81,1
6.9,0.4,0.17,12.9,0.033,59,0.99754,3.08,0.49,9.4,127,0
6.1,0.27,0.28,9.8,0.042,61,0.99532,3.14,0.42,10.2,64,1
6.3,0.24,0.29,13.7,0.035,53,0.99567,3.17,0.38,10.6,81,1
6.7,0.42,0.39,12.1,0.04,61,0.99794,3.31,0.58,9.7,187,0
6.5,0.33,0.28,6.1,0.018,41,0.99122,3.24,0.32,12.2,62,1
6.9,0.33,0.31,7.7,0.04,29,0.99226,3.11,0.57,12.3,106,0
6.5,0.33,0.28,6.1,0.018,41,0.99122,3.24,0.32,12.2,62,1
6.3,0.15,0.3,1.4,0.022,38,0.99099,3.42,0.57,11.4,62,2
6.5,0.32,0.45,7.7,0.022,31,0.99134,3.2,0.7,12.7,66,2
6.7,0.42,0.39,12.1,0.04,61,0.99794,3.31,0.58,9.7,187,0
7.4,0.25,0.29,6.8,0.02,31,0.99338,3.13,0.29,10.8,82,1
7.6,0.27,0.3,9.2,0.018,23,0.9938,3.08,0.29,11,73,1
6.4,0.27,0.45,8.3,0.05,52,0.9955,3.18,0.48,9.5,144,0
6.5,0.25,0.27,17.4,0.064,29,0.99776,3.2,0.49,10.1,111,1
5.6,0.19,0.31,2.7,0.027,11,0.98964,3.46,0.4,13.2,89,2
7.4,0.29,0.48,12.8,0.037,61.5,0.99808,3.02,0.34,8.8,120.5,0
6.4,0.34,0.44,8.2,0.043,54,0.99551,3.18,0.48,9.5,147,0
6.6,0.27,0.52,8.1,0.044,53,0.99548,3.18,0.48,9.5,149,0
6.6,0.26,0.52,8.2,0.047,52,0.99541,3.16,0.47,9.5,139,1
6.4,0.27,0.45,8.3,0.05,52,0.9955,3.18,0.48,9.5,144,0
6.5,0.26,0.5,8,0.051,46,0.99536,3.18,0.47,9.5,151,0
6.8,0.25,0.3,11.8,0.043,53,0.99524,3.03,0.58,10.4,80,1
6.3,0.32,0.26,12,0.049,63,0.9961,3.14,0.55,9.9,107,1
5.5,0.24,0.45,1.7,0.046,22,0.99224,3.22,0.48,10,91,0
6.5,0.25,0.27,17.4,0.064,29,0.99776,3.2,0.49,10.1,111,1
6.6,0.13,0.29,13.9,0.056,33,0.99702,3.17,0.39,9.4,62,1
7.9,0.21,0.39,2,0.057,21,0.99176,3.05,0.52,10.9,117,0
7,0.3,0.28,2.2,0.042,21,0.99166,3.2,0.57,11.4,156,0
8.1,0.2,0.3,1.3,0.036,7,0.99242,2.99,0.73,10.3,42,0
8.3,0.18,0.3,1.1,0.033,20,0.99109,3.02,0.51,11,37,1
7.9,0.21,0.39,2,0.057,21,0.99176,3.05,0.52,10.9,117,0
7.2,0.17,0.34,6.4,0.042,16,0.99278,2.99,0.4,10.8,95,1
8.1,0.2,0.3,1.3,0.036,7,0.99242,2.99,0.73,10.3,42,0
8.3,0.18,0.3,1.1,0.033,20,0.99109,3.02,0.51,11,37,1
7.2,0.17,0.34,6.4,0.042,16,0.99278,2.99,0.4,10.8,95,1
6.8,0.26,0.34,15.1,0.06,42,0.99705,3.24,0.52,10.5,120,0
7.2,0.28,0.38,2,0.052,23,0.9912,3.13,0.52,11.1,133,0
7.9,0.21,0.39,2,0.057,21,0.99176,3.05,0.52,10.9,117,0
7,0.3,0.28,2.2,0.042,21,0.99166,3.2,0.57,11.4,156,0
7.4,0.34,0.28,12.1,0.049,31,0.99677,3.22,0.49,10.3,118,0
6.3,0.43,0.32,8.8,0.042,18,0.99172,3.28,0.33,12.9,88,2
6.8,0.41,0.3,8.8,0.045,28,0.9953,3.12,0.59,9.9,103,0
6.3,0.4,0.24,5.1,0.036,43,0.99186,3.24,0.44,11.3,88,1
5.1,0.35,0.26,6.8,0.034,36,0.99188,3.38,0.4,11.5,84,1
5.1,0.35,0.26,6.8,0.034,36,0.99188,3.38,0.4,11.5,84,1
6.3,0.3,0.2,3.7,0.039,34,0.99158,3,0.38,10.7,98,0
6.9,0.28,0.28,12.2,0.042,52,0.99522,3.03,0.56,10.4,87,1
7,0.33,0.28,5.7,0.033,39,0.99176,3.17,0.64,12.5,165,1
6.7,0.26,0.49,8.1,0.052,48,0.99558,3.19,0.48,9.5,149,0
7.3,0.24,0.3,2.5,0.042,31,0.9911,3.05,0.56,11.3,73,2
6.7,0.46,0.21,4,0.034,12,0.99016,3.26,0.54,13,76,1
5.1,0.35,0.26,6.8,0.034,36,0.99188,3.38,0.4,11.5,84,1
5.1,0.23,0.18,1,0.053,13,0.98956,3.22,0.39,11.5,86,0
6.3,0.4,0.24,5.1,0.036,43,0.99186,3.24,0.44,11.3,88,1
7.1,0.44,0.23,5.8,0.035,24,0.99062,3.15,0.57,13.2,76,2
4.8,0.26,0.23,10.6,0.034,23,0.99274,3.46,0.28,11.5,88,2
7,0.15,0.29,16.4,0.058,45,0.9978,3.15,0.37,9.7,65,1
6.5,0.41,0.22,4.8,0.052,49,0.9946,3.14,0.62,9.2,93,0
6.2,0.31,0.23,3.3,0.052,34,0.99429,3.16,0.48,8.4,79,0
8,0.27,0.33,1.2,0.05,41,0.99002,3,0.45,12.4,62,1
8,0.27,0.33,1.2,0.05,41,0.99002,3,0.45,12.4,62,1
6.5,0.41,0.22,4.8,0.052,49,0.9946,3.14,0.62,9.2,93,0
6.2,0.31,0.23,3.3,0.052,34,0.99429,3.16,0.48,8.4,79,0
6.7,0.37,0.25,2.5,0.028,24,0.9909,3.14,0.36,11.7,60,1
6.6,0.21,0.5,8.7,0.036,41,0.99294,2.96,0.56,11,150,1
7.5,0.26,0.31,1.6,0.032,36,0.99044,2.97,0.43,11.9,73,1
7.5,0.34,0.28,4,0.028,46,0.98958,3.2,0.5,13.2,54,2
6.7,0.37,0.25,2.5,0.028,24,0.9909,3.14,0.36,11.7,60,1
6.4,0.32,0.23,16.2,0.055,36,0.9986,3.26,0.54,9.1,140,0
6.7,0.24,0.32,9,0.023,20,0.99262,3.34,0.35,12.6,89,1
6.4,0.32,0.23,16.2,0.055,36,0.9986,3.26,0.54,9.1,140,0
8.2,0.31,0.43,7,0.047,18,0.99628,3.23,0.64,10.6,69,0
6.7,0.24,0.32,9,0.023,20,0.99262,3.34,0.35,12.6,89,1
5.9,0.17,0.29,3.1,0.03,32,0.98913,3.41,0.33,13.7,91,2
5.9,0.2,0.23,1.5,0.037,38,0.99021,3.36,0.49,12,55,1
6.6,0.32,0.26,4.6,0.031,26,0.99198,3.4,0.73,12.5,94,2
5.9,0.12,0.27,4.8,0.03,40,0.99226,3.55,0.68,12.1,70,1
5.9,0.18,0.29,4.6,0.032,68,0.99159,3.21,0.38,11.3,69,1
5.9,0.2,0.23,1.5,0.037,38,0.99021,3.36,0.49,12,55,1
5.4,0.17,0.27,2.7,0.049,28,0.99224,3.46,0.55,10.3,76,1
6.1,0.21,0.3,6.3,0.039,47,0.99068,3.27,0.31,12.7,89,1
7.3,0.25,0.26,7.2,0.048,52,0.99587,3.12,0.37,9.2,155,0
7.3,0.25,0.26,7.2,0.048,52,0.99587,3.12,0.37,9.2,155,0
6.6,0.39,0.22,4,0.038,17,0.99018,3.25,0.53,13,81,2
6,0.31,0.38,4.8,0.04,41,0.98968,3.24,0.56,13.1,60,1
8.4,0.23,0.32,1.3,0.048,59,0.99178,3.1,0.55,11,54,1
7.3,0.25,0.26,7.2,0.048,52,0.99587,3.12,0.37,9.2,155,0
6.1,0.23,0.27,9.8,0.055,74,0.99534,3.16,0.4,10.2,60,1
7.3,0.36,0.54,13.3,0.054,63,0.99864,3.06,0.49,8.6,130,0
6.7,0.26,0.51,8,0.062,50,0.99545,3.13,0.5,9.6,144,0
7.4,0.22,0.27,1.6,0.057,45,0.99299,3.29,0.44,9.9,53,2
6.1,0.22,0.28,16.55,0.059,54,0.99665,3.2,0.38,10.5,81,0
7.1,0.28,0.31,1.5,0.053,20,0.99069,3.15,0.5,11.4,78,0
6.5,0.35,0.31,10.2,0.069,58,0.99692,3.18,0.49,9.4,112,0
6,0.28,0.24,17.8,0.047,42,0.99896,3.1,0.45,8.9,69,1
6,0.28,0.24,17.8,0.047,42,0.99896,3.1,0.45,8.9,69,1
7.1,0.2,0.37,1.5,0.049,28,0.99226,3.15,0.52,10.8,101,0
6.8,0.33,0.31,7.4,0.045,34,0.99226,3.06,0.55,12.2,109,1
6,0.28,0.24,17.8,0.047,42,0.99896,3.1,0.45,8.9,69,1
7.2,0.24,0.36,2,0.029,21,0.99076,3.13,0.63,12.5,42,1
6.8,0.33,0.31,7.4,0.045,34,0.99226,3.06,0.55,12.2,109,1
7.2,0.24,0.36,2,0.029,21,0.99076,3.13,0.63,12.5,42,1
6,0.28,0.24,17.8,0.047,42,0.99896,3.1,0.45,8.9,69,1
6.2,0.27,0.26,12.1,0.046,43,0.9951,3.16,0.37,10.8,84,1
6.4,0.38,0.26,8.2,0.043,28,0.99234,2.99,0.31,11.4,70,1
7.1,0.2,0.37,1.5,0.049,28,0.99226,3.15,0.52,10.8,101,0
6,0.21,0.3,8.7,0.036,47,0.99368,3.18,0.39,10.6,80,0
7,0.34,0.1,3.5,0.044,17,0.9937,3.01,0.39,9.2,46,0
5.9,0.435,0.16,6.4,0.031,21,0.99151,3.24,0.46,12.2,113,1
7,0.25,0.33,2.1,0.021,17,0.99021,3.26,0.45,12.3,59,1
6.7,0.26,0.29,7.7,0.038,40,0.99479,3.23,0.56,10.4,139,1
7,0.24,0.3,12.3,0.035,72,0.9954,2.99,0.57,10.4,100,1
8.5,0.23,0.34,1.3,0.035,54,0.99176,3.07,0.55,11,56,2
6,0.21,0.3,8.7,0.036,47,0.99368,3.18,0.39,10.6,80,0
7,0.34,0.1,3.5,0.044,17,0.9937,3.01,0.39,9.2,46,0
5.8,0.27,0.26,3.5,0.071,26,0.98994,3.1,0.38,11.5,43,1
6.5,0.33,0.3,3.8,0.036,34,0.99028,3.25,0.63,12.5,54,2
6.5,0.33,0.3,3.8,0.036,34,0.99028,3.25,0.63,12.5,54,2
6.7,0.31,0.3,2.4,0.038,30,0.98867,3.09,0.36,12.8,53,2
6.2,0.39,0.24,4.8,0.037,45,0.99174,3.23,0.43,11.2,93,2
6.2,0.39,0.24,4.8,0.037,45,0.99174,3.23,0.43,11.2,93,2
7.1,0.37,0.3,6.2,0.04,49,0.99021,3.17,0.27,13.6,90,1
6.5,0.33,0.3,3.8,0.036,34,0.99028,3.25,0.63,12.5,54,2
7.2,0.25,0.32,1.5,0.054,24,0.99154,3.17,0.48,11.1,81,1
6.2,0.39,0.24,4.8,0.037,45,0.99174,3.23,0.43,11.2,93,2
7.1,0.37,0.3,6.2,0.04,49,0.99021,3.17,0.27,13.6,90,1
6.2,0.28,0.51,7.9,0.056,49,0.9956,3.18,0.52,9.4,157,0
6.4,0.35,0.28,1.6,0.037,31,0.98779,3.12,0.4,14.2,82,2
6.6,0.31,0.28,1.4,0.035,28,0.98836,3,0.4,13.2,79,1
7.4,0.25,0.37,2.6,0.05,24,0.99138,3.04,0.53,11.2,108,1
7.3,0.36,0.34,14.8,0.057,46,0.99751,3.14,0.57,10.2,127,0
6.7,0.31,0.3,2.4,0.038,30,0.98867,3.09,0.36,12.8,53,2
8.6,0.31,0.3,0.9,0.045,16,0.99249,2.95,0.39,10.1,93,0
8.6,0.31,0.3,0.9,0.045,16,0.99249,2.95,0.39,10.1,93,0
8.6,0.22,0.33,1.2,0.031,38,0.99239,2.83,0.31,10.3,57,0
6.9,0.14,0.29,9.9,0.056,30,0.99512,3.19,0.33,9.9,61,1
6.5,0.22,0.31,3.9,0.046,17,0.99098,3.15,0.31,11.5,89,0
6.6,0.32,0.47,15.6,0.063,27,0.99872,3.18,0.56,9,146,0
6.6,0.32,0.47,15.6,0.063,27,0.99872,3.18,0.56,9,146,0
6.1,0.28,0.26,1.5,0.03,25,0.98894,3.03,0.41,12.1,76,1
6.2,0.3,0.28,1.6,0.036,28,0.988245,3.14,0.41,13.3,78,1
6.9,0.22,0.28,7.8,0.05,43,0.99326,3.22,0.6,11.5,73,2
8.7,0.31,0.21,5.6,0.039,28,0.99328,2.96,0.52,11,39,0
7.3,0.27,0.3,1.3,0.04,26,0.99222,3.28,0.53,10.7,58,1
7,0.46,0.2,16.7,0.046,50,0.99898,3.08,0.56,9.4,134,0
5.7,0.23,0.25,7.95,0.042,16,0.99486,3.44,0.61,10.3,92,1
8.2,0.18,0.38,1.1,0.04,41,0.99062,2.88,0.6,12,51,1
6.2,0.27,0.32,6.3,0.048,47,0.99282,3.21,0.6,11,112,1
6.9,0.4,0.37,8.9,0.053,36,0.996,3.16,0.5,9.3,112,0
4.9,0.345,0.34,1,0.068,32,0.99138,3.24,0.4,10.1,111,0
7.2,0.23,0.39,1.5,0.053,26,0.99166,3.18,0.47,11.1,80,1
6.4,0.2,0.15,6.6,0.046,26,0.99408,2.99,0.58,9.9,87,1
6.1,0.27,0.32,6.2,0.048,47,0.99281,3.22,0.6,11,114,1
6.2,0.27,0.32,6.3,0.048,47,0.99282,3.21,0.6,11,112,1
6,0.3,0.33,2.1,0.042,31,0.98964,3.32,0.42,12.5,96,1
6.1,0.3,0.32,2.2,0.042,41,0.98952,3.31,0.44,12.7,101,2
5.7,0.14,0.3,5.4,0.045,26,0.99469,3.32,0.45,9.3,79,0
6.9,0.4,0.37,8.9,0.053,36,0.996,3.16,0.5,9.3,112,0
4.9,0.345,0.34,1,0.068,32,0.99138,3.24,0.4,10.1,111,0
6.3,0.33,0.2,17.9,0.066,36,0.9991,3.14,0.51,8.8,125,0
7,0.16,0.3,2.6,0.043,34,0.99047,2.88,0.47,11.2,56,1
8.4,0.22,0.3,1.3,0.038,45,0.99178,3.13,0.54,10.8,77,2
6.3,0.33,0.2,17.9,0.066,36,0.9991,3.14,0.51,8.8,125,0
7,0.16,0.3,2.6,0.043,34,0.99047,2.88,0.47,11.2,56,1
5.4,0.24,0.18,2.3,0.05,22,0.99207,3.24,0.46,10.3,123,0
7.7,0.31,0.36,4.3,0.026,15,0.99152,3.11,0.48,12,72,0
5.6,0.185,0.19,7.1,0.048,36,0.99438,3.26,0.41,9.5,74,1
5.6,0.185,0.19,7.1,0.048,36,0.99438,3.26,0.41,9.5,74,1
6.6,0.43,0.24,11.9,0.04,54,0.99622,3.14,0.54,9.8,105,1
6,0.34,0.32,3.8,0.044,13,0.99108,3.39,0.44,11.8,103,2
7.5,0.35,0.48,12.4,0.056,61,0.99803,2.97,0.52,8.8,115.5,0
7.3,0.38,0.23,6.5,0.05,18,0.99304,3.1,0.55,11.2,84,0
5.4,0.185,0.19,7.1,0.048,36,0.99438,3.26,0.41,9.5,74,1
6.3,0.27,0.51,7.6,0.049,35,0.99548,3.16,0.54,9.4,165,0
6.5,0.29,0.52,7.9,0.049,35,0.99551,3.16,0.51,9.5,157,1
6.4,0.17,0.3,2.8,0.034,33,0.99152,3.03,0.49,10.4,92,1
6.7,0.18,0.31,10.6,0.035,42,0.99572,3.08,0.49,9.8,101,2
6.4,0.17,0.3,2.8,0.034,33,0.99152,3.03,0.49,10.4,92,1
6.3,0.27,0.51,7.6,0.049,35,0.99548,3.16,0.54,9.4,165,0
6.5,0.29,0.52,7.9,0.049,35,0.99551,3.16,0.51,9.5,157,1
7,0.32,0.29,7.6,0.025,35,0.99162,3.15,0.65,12.8,89,2
6.9,0.27,0.25,7.5,0.03,18,0.99116,3.09,0.38,13,99,1
6.5,0.29,0.53,1.7,0.04,41,0.9922,3.26,0.59,10.4,151,2
6.5,0.29,0.52,1.7,0.034,41,0.99223,3.25,0.59,10.4,152,1
6.1,0.22,0.25,12.1,0.035,54,0.99481,3.21,0.4,10.7,81,0
5.6,0.23,0.25,8,0.043,31,0.99429,3.19,0.42,10.4,70,1
7,0.32,0.29,7.6,0.025,35,0.99162,3.15,0.65,12.8,89,2
6.8,0.11,0.27,8.6,0.044,45,0.99454,3.2,0.37,9.9,59,1
6.8,0.11,0.27,8.6,0.044,45,0.99454,3.2,0.37,9.9,59,1
7.3,0.23,0.41,14.6,0.048,73,0.99863,3.16,0.71,9.4,150,1
6.1,0.2,0.17,1.6,0.048,46,0.991,3.3,0.43,11.4,83,1
6.8,0.11,0.27,8.6,0.044,45,0.99454,3.2,0.37,9.9,59,1
7.3,0.23,0.41,14.6,0.048,73,0.99863,3.16,0.71,9.4,150,1
6.9,0.2,0.41,1.1,0.06,36,0.99317,2.99,0.39,9.2,68,0
6.7,0.19,0.32,3.7,0.041,26,0.99173,2.9,0.57,10.5,50,2
6.7,0.28,0.34,8.9,0.048,32,0.99455,3.25,0.54,11,79,2
6.7,0.28,0.34,8.9,0.048,32,0.99455,3.25,0.54,11,79,2
8,0.37,0.31,4.7,0.038,3,0.99186,2.9,0.72,12.1,124,0
6.7,0.28,0.34,8.9,0.048,32,0.99455,3.25,0.54,11,79,2
6,0.26,0.29,3.1,0.041,37,0.98944,3.22,0.39,12.8,107,2
6.4,0.25,0.57,1,0.062,21,0.99238,3,0.4,9.5,101,0
6.1,0.25,0.48,15.8,0.052,25,0.99782,3.07,0.45,9.2,69,1
6.8,0.14,0.35,1.5,0.047,40,0.99111,3.07,0.72,11.1,77,1
6.5,0.38,0.26,5.2,0.042,33,0.99067,3.06,0.5,12.3,79,2
6.8,0.14,0.35,1.5,0.047,40,0.99111,3.07,0.72,11.1,77,1
5.4,0.15,0.32,2.5,0.037,10,0.98878,3.04,0.58,12.6,41,1
6.4,0.25,0.57,1,0.062,21,0.99238,3,0.4,9.5,101,0
6.1,0.25,0.48,15.8,0.052,25,0.99782,3.07,0.45,9.2,69,1
6.8,0.22,0.32,5.9,0.054,40,0.9938,3.2,0.57,10.8,112,1
7.2,0.21,0.29,3.1,0.044,39,0.99143,3,0.6,11.3,83,1
6,0.26,0.29,3.1,0.041,37,0.98944,3.22,0.39,12.8,107,2
6.5,0.46,0.24,11.5,0.051,56,0.99588,3.08,0.56,9.8,115,1
6.5,0.18,0.48,18,0.054,56,1.00038,2.98,0.61,8.5,127,1
6.2,0.32,0.12,4.8,0.054,6,0.99424,3.16,0.5,9.3,91,0
7.2,0.4,0.24,8.5,0.055,45,0.99626,3.2,0.52,9.2,106,0
5.9,0.23,0.24,1.6,0.037,32,0.99076,3.21,0.51,11.4,83,1
6.4,0.18,0.48,18,0.054,56,1.00038,2.98,0.61,8.5,127,1
6.2,0.32,0.12,4.8,0.054,6,0.99424,3.16,0.5,9.3,91,0
6.4,0.37,0.12,5.9,0.056,6,0.99536,3.06,0.46,8.4,85,0
7,0.23,0.42,1.1,0.062,35,0.99318,3.04,0.4,9.2,65,0
7.2,0.4,0.24,8.5,0.055,45,0.99626,3.2,0.52,9.2,106,0
6,0.28,0.27,4.1,0.046,50,0.99126,3.27,0.56,11.6,97,1
6.2,0.32,0.45,2.9,0.029,37,0.98998,3.25,0.6,12.4,57,1
6.4,0.26,0.26,1.1,0.052,22,0.99304,3.09,0.54,9.3,154,0
5.9,0.25,0.27,1.5,0.029,37,0.9892,3.2,0.46,12.2,44,1
6.1,0.28,0.3,7.75,0.031,33,0.99296,3.22,0.46,11,106,1
6.9,0.19,0.38,1.15,0.023,30,0.99047,3.11,0.38,11.4,75,0
6.4,0.29,0.57,1,0.06,15,0.9924,3.06,0.41,9.5,105,0
6.8,0.27,0.22,17.8,0.034,16,0.9989,3.07,0.53,9.2,100,0
7.5,0.26,0.38,5.7,0.021,23,0.99338,3.13,0.62,11.1,102,1
6.8,0.27,0.22,17.8,0.034,16,0.9989,3.07,0.53,9.2,100,0
6.4,0.2,0.22,7.4,0.032,53,0.99404,3.24,0.58,11,119,1
7.3,0.33,0.22,1.4,0.041,40,0.99287,3.14,0.48,9.9,137,0
7.3,0.34,0.22,1.4,0.044,43,0.99286,3.14,0.46,9.9,133,0
6.4,0.29,0.57,1,0.06,15,0.9924,3.06,0.41,9.5,105,0
6.3,0.24,0.29,1.6,0.052,48,0.9934,3.21,0.5,9.4,137,0
6.2,0.24,0.22,7.9,0.053,45,0.99545,3.23,0.52,9.3,104,0
7.4,0.16,0.27,15.5,0.05,25,0.9984,2.9,0.43,8.7,110,2
7.4,0.16,0.27,15.5,0.05,25,0.9984,2.9,0.43,8.7,110,2
7.4,0.16,0.27,15.5,0.05,25,0.9984,2.9,0.43,8.7,110,2
7.4,0.16,0.27,15.5,0.05,25,0.9984,2.9,0.43,8.7,110,2
7.2,0.17,0.28,17.55,0.05,33,0.99971,2.94,0.43,9,121,2
6.9,0.19,0.35,13.5,0.038,49,0.99546,3,0.63,10.7,69,1
6.9,0.19,0.35,13.5,0.038,49,0.99546,3,0.63,10.7,69,1
6.8,0.16,0.36,1.3,0.034,32,0.99058,3.02,0.58,11.3,66,1
7.4,0.16,0.27,15.5,0.05,25,0.9984,2.9,0.43,8.7,110,2
6.8,0.3,0.27,11.6,0.028,22,0.99314,2.96,0.38,11.7,75,1
6.2,0.24,0.22,7.9,0.053,45,0.99545,3.23,0.52,9.3,104,0
7.4,0.16,0.27,15.5,0.05,25,0.9984,2.9,0.43,8.7,110,2
7.2,0.17,0.28,17.55,0.05,33,0.99971,2.94,0.43,9,121,2
6.8,0.3,0.27,11.6,0.028,22,0.99314,2.96,0.38,11.7,75,1
6.5,0.43,0.18,13.15,0.032,25,0.99565,3.23,0.51,10.7,106,0
6.6,0.17,0.36,1.9,0.036,38,0.99056,3.05,0.54,11.4,72,1
6.9,0.19,0.35,13.5,0.038,49,0.99546,3,0.63,10.7,69,1
6.8,0.16,0.36,1.3,0.034,32,0.99058,3.02,0.58,11.3,66,1
7.4,0.36,0.32,1.9,0.036,27,0.99196,3.15,0.49,11.2,92,1
5.5,0.28,0.21,1.6,0.032,23,0.99027,3.42,0.42,12.5,62,0
7.1,0.44,0.27,8.4,0.057,60,0.99257,3.16,0.36,11.8,100,1
6.9,0.38,0.28,8.3,0.062,22,0.99506,3.16,0.72,10.6,144,0
7.1,0.44,0.27,8.4,0.057,60,0.99257,3.16,0.36,11.8,100,1
6.2,0.24,0.28,12.2,0.049,54,0.9952,3.19,0.37,10.7,79,1
6.1,0.28,0.27,8,0.048,41,0.99498,3.21,0.51,9.9,121,0
7.6,0.26,0.32,1.3,0.048,23,0.9903,2.96,0.46,12,53,1
6.5,0.36,0.16,1.3,0.054,11,0.99398,3.19,0.39,8.5,96,0
6.6,0.35,0.19,10.5,0.06,15,0.99588,3.13,0.38,9.9,67,0
5.7,0.25,0.26,12.5,0.049,52.5,0.99691,3.08,0.45,9.4,67.5,1
7.4,0.37,0.26,9.6,0.05,33,0.99608,3.13,0.46,10.4,101,0
5.7,0.25,0.21,1.5,0.044,21,0.99142,3.3,0.59,11,87,1
5.8,0.23,0.21,1.5,0.044,21,0.99138,3.3,0.57,11,89,1
5.4,0.265,0.28,7.8,0.052,27,0.99432,3.19,0.38,10.4,64,1
5.7,0.25,0.27,10.8,0.05,58,0.99592,3.1,0.5,9.8,58,1
5.7,0.25,0.26,12.5,0.049,52.5,0.99691,3.08,0.45,9.4,53.5,1
5.9,0.23,0.28,8.6,0.046,37,0.99432,3.23,0.53,10.6,105,1
6.2,0.3,0.32,1.2,0.052,32,0.99266,3.28,0.44,10.1,153,0
6.5,0.33,0.24,14.5,0.048,20,0.99456,3.06,0.3,11.5,76,2
7.4,0.26,0.29,3.7,0.048,14,0.9915,3.06,0.45,11.4,59,1
7,0.2,0.4,1.1,0.058,30,0.99322,3.03,0.38,9.2,63,1
6.5,0.21,0.42,1.1,0.059,33,0.9927,3.12,0.38,9.7,68,1
7.3,0.25,0.27,3.8,0.047,16,0.99173,3.07,0.46,11.3,63,1
6.7,0.24,0.3,10.2,0.07,44,0.99666,2.86,0.46,8.9,135,1
6.4,0.14,0.28,7.9,0.057,21,0.99425,3.26,0.36,10,61,1
6.4,0.25,0.28,4.9,0.03,29,0.99024,3.09,0.58,12.8,69,2
8,0.25,0.35,1.1,0.054,13,0.99366,3.08,0.55,9.5,123,0
6.4,0.14,0.28,7.9,0.057,21,0.99425,3.26,0.36,10,61,1
6.6,0.21,0.34,5.6,0.046,30,0.99299,3.22,0.38,11,110,0
6.3,0.29,0.23,14.2,0.037,24,0.99528,3.08,0.38,10.6,75,1
6.9,0.37,0.23,9.5,0.057,54,0.99568,3.23,0.42,10,112,0
6.9,0.37,0.23,9.5,0.057,54,0.99568,3.23,0.42,10,112,0
5.7,0.31,0.28,4.1,0.03,22,0.99062,3.31,0.38,11.7,64,2
6.9,0.45,0.27,4.7,0.035,17,0.99058,3.12,0.36,12.5,63,2
6.9,0.3,0.45,1.4,0.039,36,0.99059,3.07,0.47,11.1,86,2
5.3,0.23,0.56,0.9,0.041,46,0.99119,3.16,0.62,9.7,95,0
6.8,0.3,0.26,20.3,0.037,45,0.99727,3.04,0.38,12.3,105,1
